frame 148/600	2.288s	[5.684, 0.029, 35.492]	[1.412, 1.237, 2.204, 1.235, 2.295, 2.103, 3.523, 2.244, 1.323]	saved figure 147.png
frame 149/600	9.082s	[-16.602, -0.182, -52.436]	[1.394, 1.221, 2.213, 1.256, 2.307, 2.121, 3.34, 2.318, 1.335]	saved figure 148.png
frame 150/600	1.912s	[-16.601, -0.182, -52.432]	[1.377, 1.203, 2.221, 1.277, 2.317, 2.138, 3.172, 2.383, 1.347]	saved figure 149.png
frame 151/600	9.979s	[19.414, 0.246, 80.394]	[1.362, 1.184, 2.229, 1.298, 2.325, 2.152, 2.907, 2.303, 1.359]	saved figure 150.png
frame 152/600	2.223s	[34.367, 0.219, 23.427]	[1.348, 1.165, 2.239, 1.317, 2.332, 2.165, 2.763, 2.201, 1.372]	saved figure 151.png
frame 153/600	1.640s	[38.2, 0.201, 1.097]	[1.336, 1.146, 2.249, 1.335, 2.338, 2.175, 2.688, 2.039, 1.384]	saved figure 152.png
frame 154/600	18.570s	[-84.475, -0.929, -54.197]	[1.326, 1.127, 2.261, 1.35, 2.344, 2.184, 2.944, 1.936, 1.397]	saved figure 153.png
frame 155/600	6.823s	[8.084, -0.556, -36.066]	[1.316, 1.108, 2.274, 1.364, 2.351, 2.193, 3.014, 1.895, 1.409]	saved figure 154.png
frame 156/600	0.509s	[8.083, -0.556, -36.066]	[1.31, 1.09, 2.288, 1.376, 2.357, 2.201, 3.185, 1.812, 1.422]	saved figure 155.png
frame 157/600	0.542s	[8.083, -0.556, -36.066]	[1.305, 1.072, 2.302, 1.389, 2.363, 2.209, 3.371, 1.743, 1.434]	saved figure 156.png
frame 158/600	0.647s	[8.083, -0.556, -36.066]	[1.304, 1.055, 2.314, 1.402, 2.368, 2.22, 3.562, 1.709, 1.447]	saved figure 157.png
frame 159/600	4.065s	[8.077, -0.555, -36.047]	[1.307, 1.038, 2.325, 1.416, 2.371, 2.233, 3.748, 1.735, 1.431]	saved figure 158.png
frame 160/600	9.454s	[-2.83, 0.2, -4.473]	[1.313, 1.022, 2.334, 1.431, 2.373, 2.247, 4.006, 1.781, 1.306]	saved figure 159.png
frame 161/600	6.650s	[1.109, 0.369, -26.073]	[1.323, 1.007, 2.341, 1.446, 2.373, 2.263, 4.199, 1.899, 1.189]	saved figure 160.png
frame 162/600	12.880s	[-30.508, 5.38, -30.956]	[1.337, 0.994, 2.345, 1.462, 2.372, 2.279, 4.434, 2.034, 1.07]	saved figure 161.png
frame 163/600	4.963s	[-30.529, 5.376, -30.768]	[1.354, 0.983, 2.349, 1.478, 2.37, 2.295, 4.653, 2.153, 1.0]	saved figure 162.png
frame 164/600	1.909s	[-30.462, 5.371, -30.945]	[1.373, 0.974, 2.351, 1.492, 2.367, 2.311, 4.865, 2.294, 1.055]	saved figure 163.png
frame 165/600	10.917s	[66.473, -13.806, -1.015]	[1.396, 0.968, 2.351, 1.506, 2.363, 2.325, 5.02, 2.434, 1.09]	saved figure 164.png
frame 166/600	3.830s	[67.184, -13.629, -8.372]	[1.422, 0.964, 2.349, 1.519, 2.357, 2.339, 5.16, 2.568, 1.197]	saved figure 165.png
frame 167/600	5.340s	[-81.716, 16.219, -30.882]	[1.451, 0.961, 2.346, 1.533, 2.351, 2.352, 5.383, 2.694, 1.316]	saved figure 166.png
